onset	duration	isError	totalError	memError	load	recall_dir	retrieval
   97.5	6	0	0	0	4	F	0
    105	7	0	0	0	4	F	1
  114.5	6	0	0	0	4	B	0
    122	7	0	0	0	4	B	1
  131.5	6	0	0	0	6	F	0
    139	7	0	0	0	6	F	1
  148.5	6	0	0	0	6	B	0
  156.5	6	0	0	0	4	B	0
    164	7	0	0	0	4	B	1
  173.5	6	0	0	0	2	F	0
  181.5	6	0	0	0	2	B	0
    189	7	0	0	0	2	B	1
  198.5	6	0	0	0	2	F	0
    206	7	0	0	0	2	F	1
  215.5	6	0	0	0	2	F	0
    223	7	1	1	0	2	F	1
  232.5	6	0	0	0	6	F	0
  252.5	6	0	0	0	2	B	0
    260	7	0	0	0	2	B	1
  269.5	6	0	0	0	6	B	0
    277	7	0	0	0	6	B	1
  286.5	6	0	0	0	4	F	0
    294	7	0	0	0	4	F	1
  303.5	6	0	0	0	6	F	0
    311	7	0	0	0	6	F	1
  320.5	6	0	0	0	2	B	0
    328	7	1	1	1	2	B	1
  337.5	6	0	0	0	6	F	0
    345	7	0	0	0	6	F	1
  354.5	6	0	0	0	6	B	0
    362	7	0	0	0	6	B	1
  383.5	6	0	0	0	6	B	0
    391	7	0	0	0	6	B	1
  400.5	6	0	0	0	4	B	0
