onset	duration	isError	totalError	memError	load	recall_dir	retrieval
111.501	6	0	0	0	6	B	0
119.001	7	0	0	0	6	B	1
128.501	6	0	0	0	2	B	0
    136	7	0	0	0	2	B	1
  145.5	6	0	0	0	4	F	0
153.001	7	0	0	0	4	F	1
  162.5	6	0	0	0	2	F	0
170.501	6	0	0	0	6	B	0
    178	7	1	1	1	6	B	1
187.501	6	0	0	0	6	B	0
195.001	7	0	0	0	6	B	1
216.502	6	0	0	0	4	F	0
    224	7	1	2	2	4	F	1
  245.5	6	0	0	0	4	B	0
    253	7	1	3	3	4	B	1
  262.5	6	0	0	0	2	B	0
270.002	7	0	0	0	2	B	1
  279.5	6	0	0	0	6	F	0
    287	7	0	0	0	6	F	1
296.501	6	0	0	0	6	B	0
304.502	6	0	0	0	4	F	0
312.502	6	0	0	0	4	B	0
320.001	7	1	3	2	4	B	1
  329.5	6	0	0	0	2	B	0
337.002	7	0	0	0	2	B	1
  358.5	6	0	0	0	2	F	0
366.002	7	1	1	0	2	F	1
  375.5	6	0	0	0	4	B	0
  383.5	6	0	0	0	2	B	0
391.501	6	0	0	0	4	F	0
    399	7	0	0	0	4	F	1
  6.502	6	0	0	0	4	F	0
   14.5	6	0	0	0	6	F	0
     22	7	0	0	0	6	F	1
   31.5	6	0	0	0	2	F	0
     39	7	0	0	0	2	F	1
   48.5	6	0	0	0	6	F	0
 56.501	6	0	0	0	4	B	0
   64.5	6	0	0	0	6	F	0
     72	7	0	0	0	6	F	1
   81.5	6	0	0	0	6	B	0
 89.502	6	0	0	0	2	F	0
  109.5	6	0	0	0	4	F	0
117.001	7	0	0	0	4	F	1
  126.5	6	0	0	0	6	F	0
134.001	7	0	0	0	6	F	1
143.502	6	0	0	0	2	F	0
    151	7	0	0	0	2	F	1
160.502	6	0	0	0	6	B	0
    168	7	0	0	0	6	B	1
  177.5	6	0	0	0	6	B	0
    185	7	1	2	2	6	B	1
206.502	6	0	0	0	2	B	0
    214	7	0	0	0	2	B	1
223.501	6	0	0	0	2	B	0
    231	7	0	0	0	2	B	1
240.502	6	0	0	0	2	B	0
  248.5	6	0	0	0	4	F	0
256.002	7	0	0	0	4	F	1
  277.5	6	0	0	0	4	F	0
285.001	7	0	0	0	4	F	1
294.501	6	0	0	0	2	F	0
    302	7	0	0	0	2	F	1
  311.5	6	0	0	0	4	B	0
319.002	7	1	2	1	4	B	1
  328.5	6	0	0	0	6	B	0
336.001	7	1	2	2	6	B	1
  345.5	6	0	0	0	4	B	0
    353	7	1	2	2	4	B	1
374.502	6	0	0	0	4	B	0
    382	7	0	0	0	4	B	1
391.502	6	0	0	0	2	B	0
    399	7	0	0	0	2	B	1
