onset	duration	isError	totalError	memError	load	recall_dir	retrieval
114.501	6	0	0	0	4	B	0
122.002	7	0	0	0	4	B	1
  131.5	6	0	0	0	6	F	0
    139	7	0	0	0	6	F	1
148.501	6	0	0	0	6	B	0
  156.5	6	0	0	0	4	B	0
    164	7	0	0	0	4	B	1
  173.5	6	0	0	0	2	F	0
181.501	6	0	0	0	2	B	0
189.001	7	0	0	0	2	B	1
  198.5	6	0	0	0	2	F	0
    206	7	0	0	0	2	F	1
  215.5	6	0	0	0	2	F	0
    223	7	0	0	0	2	F	1
232.501	6	0	0	0	6	F	0
252.502	6	0	0	0	2	B	0
    260	7	0	0	0	2	B	1
269.502	6	0	0	0	6	B	0
    277	7	0	0	0	6	B	1
286.502	6	0	0	0	4	F	0
294.002	7	0	0	0	4	F	1
  303.5	6	0	0	0	6	F	0
311.002	7	0	0	0	6	F	1
320.502	6	0	0	0	2	B	0
    328	7	0	0	0	2	B	1
337.502	6	0	0	0	6	F	0
345.001	7	0	0	0	6	F	1
  354.5	6	0	0	0	6	B	0
362.001	7	0	0	0	6	B	1
383.501	6	0	0	0	6	B	0
391.002	7	0	0	0	6	B	1
  400.5	6	0	0	0	4	B	0
   18.5	6	0	0	0	4	F	0
     26	7	0	0	0	4	F	1
 35.501	6	0	0	0	6	B	0
     43	7	0	0	0	6	B	1
   64.5	6	0	0	0	6	B	0
     72	7	0	0	0	6	B	1
   81.5	6	0	0	0	4	B	0
   89.5	6	0	0	0	6	B	0
     97	7	0	0	0	6	B	1
106.502	6	0	0	0	4	F	0
114.502	6	0	0	0	6	B	0
  134.5	6	0	0	0	2	F	0
    142	7	0	0	0	2	F	1
  151.5	6	0	0	0	4	B	0
159.002	7	0	0	0	4	B	1
  168.5	6	0	0	0	6	F	0
  176.5	6	0	0	0	6	F	0
    184	7	0	0	0	6	F	1
  193.5	6	0	0	0	2	B	0
    201	7	0	0	0	2	B	1
  210.5	6	0	0	0	6	F	0
218.002	7	0	0	0	6	F	1
  239.5	6	0	0	0	6	F	0
    247	7	0	0	0	6	F	1
  256.5	6	0	0	0	2	F	0
    264	7	0	0	0	2	F	1
  273.5	6	0	0	0	2	F	0
    281	7	0	0	0	2	F	1
  290.5	6	0	0	0	4	B	0
    298	7	0	0	0	4	B	1
  307.5	6	0	0	0	2	B	0
    315	7	0	0	0	2	B	1
324.501	6	0	0	0	2	B	0
  332.5	6	0	0	0	4	B	0
    340	7	0	0	0	4	B	1
  349.5	6	0	0	0	4	F	0
    357	7	0	0	0	4	F	1
366.502	6	0	0	0	2	B	0
    374	7	0	0	0	2	B	1
  383.5	6	0	0	0	2	F	0
  391.5	6	0	0	0	4	F	0
399.002	7	0	0	0	4	F	1
