onset	duration	isError	totalError	memError	load	recall_dir	retrieval
    6.5	6	0	0	0	4	F	0
 14.001	7	0	0	0	4	F	1
 35.501	6	0	0	0	4	B	0
 43.002	7	0	0	0	4	B	1
   52.5	6	0	0	0	2	B	0
     60	7	0	0	0	2	B	1
   69.5	6	0	0	0	4	F	0
 77.002	7	0	0	0	4	F	1
 86.502	6	0	0	0	4	B	0
 94.502	6	0	0	0	6	B	0
102.001	7	0	0	0	6	B	1
  111.5	6	0	0	0	2	F	0
  119.5	6	0	0	0	6	B	0
    127	7	1	1	1	6	B	1
  136.5	6	0	0	0	4	F	0
    144	7	0	0	0	4	F	1
153.501	6	0	0	0	6	F	0
  161.5	6	0	0	0	6	B	0
169.001	7	0	0	0	6	B	1
  190.5	6	0	0	0	6	B	0
  198.5	6	0	0	0	6	F	0
    206	7	0	0	0	6	F	1
  227.5	6	0	0	0	2	B	0
    235	7	0	0	0	2	B	1
  244.5	6	0	0	0	2	F	0
    252	7	0	0	0	2	F	1
261.501	6	0	0	0	2	B	0
  269.5	6	0	0	0	2	F	0
    277	7	0	0	0	2	F	1
  286.5	6	0	0	0	4	B	0
294.002	7	0	0	0	4	B	1
303.502	6	0	0	0	4	B	0
    311	7	0	0	0	4	B	1
  332.5	6	0	0	0	6	F	0
340.001	7	0	0	0	6	F	1
  349.5	6	0	0	0	6	F	0
    357	7	0	0	0	6	F	1
  366.5	6	0	0	0	4	F	0
374.502	6	0	0	0	2	B	0
382.002	7	0	0	0	2	B	1
391.501	6	0	0	0	2	F	0
    399	7	0	0	0	2	F	1
  6.501	6	0	0	0	4	F	0
 14.501	6	0	0	0	4	B	0
 22.001	7	0	0	0	4	B	1
 31.501	6	0	0	0	4	F	0
 39.001	7	0	0	0	4	F	1
 48.501	6	0	0	0	2	B	0
 68.501	6	0	0	0	2	F	0
 76.001	7	0	0	0	2	F	1
 97.501	6	0	0	0	4	F	0
105.001	7	0	0	0	4	F	1
114.501	6	0	0	0	4	B	0
    122	7	0	0	0	4	B	1
131.501	6	0	0	0	6	F	0
139.001	7	0	0	0	6	F	1
148.501	6	0	0	0	6	B	0
156.501	6	0	0	0	4	B	0
164.001	7	0	0	0	4	B	1
173.501	6	0	0	0	2	F	0
181.501	6	0	0	0	2	B	0
189.002	7	0	0	0	2	B	1
198.501	6	0	0	0	2	F	0
206.001	7	0	0	0	2	F	1
  215.5	6	0	0	0	2	F	0
223.001	7	0	0	0	2	F	1
232.501	6	0	0	0	6	F	0
252.501	6	0	0	0	2	B	0
260.001	7	0	0	0	2	B	1
269.501	6	0	0	0	6	B	0
277.001	7	0	0	0	6	B	1
286.501	6	0	0	0	4	F	0
294.001	7	0	0	0	4	F	1
303.501	6	0	0	0	6	F	0
    311	7	0	0	0	6	F	1
320.501	6	0	0	0	2	B	0
328.001	7	1	1	0	2	B	1
337.501	6	0	0	0	6	F	0
345.001	7	0	0	0	6	F	1
  354.5	6	0	0	0	6	B	0
362.001	7	0	0	0	6	B	1
383.501	6	0	0	0	6	B	0
391.001	7	0	0	0	6	B	1
400.501	6	0	0	0	4	B	0
   18.5	6	0	0	0	4	F	0
     26	7	0	0	0	4	F	1
   35.5	6	0	0	0	6	B	0
     43	7	0	0	0	6	B	1
   64.5	6	0	0	0	6	B	0
     72	7	1	1	1	6	B	1
   81.5	6	0	0	0	4	B	0
   89.5	6	0	0	0	6	B	0
     97	7	1	3	3	6	B	1
106.502	6	0	0	0	4	F	0
  114.5	6	0	0	0	6	B	0
134.501	6	0	0	0	2	F	0
    142	7	0	0	0	2	F	1
  151.5	6	0	0	0	4	B	0
159.002	7	0	0	0	4	B	1
168.502	6	0	0	0	6	F	0
  176.5	6	0	0	0	6	F	0
184.002	7	0	0	0	6	F	1
  193.5	6	0	0	0	2	B	0
201.001	7	0	0	0	2	B	1
  210.5	6	0	0	0	6	F	0
218.002	7	1	1	1	6	F	1
239.502	6	0	0	0	6	F	0
    247	7	0	0	0	6	F	1
256.502	6	0	0	0	2	F	0
    264	7	0	0	0	2	F	1
  273.5	6	0	0	0	2	F	0
    281	7	0	0	0	2	F	1
  290.5	6	0	0	0	4	B	0
298.002	7	0	0	0	4	B	1
  307.5	6	0	0	0	2	B	0
    315	7	0	0	0	2	B	1
  324.5	6	0	0	0	2	B	0
  332.5	6	0	0	0	4	B	0
    340	7	0	0	0	4	B	1
  349.5	6	0	0	0	4	F	0
    357	7	0	0	0	4	F	1
  366.5	6	0	0	0	2	B	0
    374	7	1	1	0	2	B	1
383.502	6	0	0	0	2	F	0
  391.5	6	0	0	0	4	F	0
399.002	7	0	0	0	4	F	1
