onset	duration	isError	totalError	memError	load	recall_dir	retrieval
173.501	6	0	0	0	2	B	0
    181	7	0	0	0	2	B	1
202.501	6	0	0	0	4	B	0
210.002	7	0	0	0	4	B	1
219.502	6	0	0	0	4	B	0
    227	7	0	0	0	4	B	1
236.502	6	0	0	0	6	B	0
244.002	7	0	0	0	6	B	1
265.502	6	0	0	0	4	F	0
    273	7	1	1	1	4	F	1
  282.5	6	0	0	0	2	B	0
    290	7	0	0	0	2	B	1
299.501	6	0	0	0	2	F	0
307.501	6	0	0	0	2	B	0
  315.5	6	0	0	0	4	F	0
323.001	7	0	0	0	4	F	1
332.501	6	0	0	0	6	B	0
340.001	7	0	0	0	6	B	1
  349.5	6	0	0	0	2	B	0
357.001	7	0	0	0	2	B	1
  366.5	6	0	0	0	6	F	0
374.001	7	1	3	3	6	F	1
383.502	6	0	0	0	4	F	0
391.502	6	0	0	0	6	B	0
    399	7	1	2	2	6	B	1
  6.501	6	0	0	0	4	F	0
 14.001	7	0	0	0	4	F	1
 23.501	6	0	0	0	6	F	0
 31.001	7	1	2	2	6	F	1
 40.502	6	0	0	0	2	B	0
 48.001	7	0	0	0	2	B	1
 57.501	6	0	0	0	4	F	0
 65.001	7	0	0	0	4	F	1
 86.501	6	0	0	0	2	B	0
 94.001	7	1	2	2	2	B	1
115.501	6	0	0	0	4	B	0
123.001	7	0	0	0	4	B	1
132.501	6	0	0	0	6	B	0
140.001	7	1	2	2	6	B	1
149.501	6	0	0	0	2	F	0
    157	7	0	0	0	2	F	1
166.501	6	0	0	0	4	F	0
174.001	7	0	0	0	4	F	1
183.501	6	0	0	0	6	F	0
191.001	7	0	0	0	6	F	1
200.501	6	0	0	0	2	B	0
208.001	7	0	0	0	2	B	1
217.501	6	0	0	0	4	B	0
225.001	7	0	0	0	4	B	1
234.501	6	0	0	0	2	F	0
242.001	7	0	0	0	2	F	1
251.501	6	0	0	0	4	F	0
259.501	6	0	0	0	2	B	0
267.501	6	0	0	0	6	F	0
275.001	7	0	0	0	6	F	1
284.501	6	0	0	0	6	B	0
292.001	7	0	0	0	6	B	1
301.501	6	0	0	0	2	F	0
321.501	6	0	0	0	6	B	0
329.001	7	1	2	2	6	B	1
338.502	6	0	0	0	2	F	0
346.001	7	0	0	0	2	F	1
355.501	6	0	0	0	6	B	0
363.501	6	0	0	0	4	B	0
371.502	6	0	0	0	4	B	0
    379	7	1	2	2	4	B	1
400.501	6	0	0	0	6	F	0
  6.502	6	0	0	0	6	F	0
   14.5	6	0	0	0	6	F	0
 22.002	7	1	4	4	6	F	1
   31.5	6	0	0	0	2	F	0
     39	7	0	0	0	2	F	1
   48.5	6	0	0	0	2	F	0
     56	7	0	0	0	2	F	1
 65.502	6	0	0	0	4	B	0
     73	7	0	0	0	4	B	1
   94.5	6	0	0	0	6	F	0
    102	7	0	0	0	6	F	1
  111.5	6	0	0	0	6	B	0
    119	7	1	4	4	6	B	1
  128.5	6	0	0	0	2	B	0
    136	7	1	1	1	2	B	1
145.502	6	0	0	0	4	F	0
    153	7	0	0	0	4	F	1
162.502	6	0	0	0	2	F	0
  170.5	6	0	0	0	6	B	0
178.001	7	1	2	2	6	B	1
  187.5	6	0	0	0	6	B	0
    195	7	0	0	0	6	B	1
  216.5	6	0	0	0	4	F	0
    224	7	1	4	4	4	F	1
245.502	6	0	0	0	4	B	0
253.002	7	0	0	0	4	B	1
  262.5	6	0	0	0	2	B	0
270.002	7	0	0	0	2	B	1
  279.5	6	0	0	0	6	F	0
    287	7	0	0	0	6	F	1
  296.5	6	0	0	0	6	B	0
304.501	6	0	0	0	4	F	0
312.502	6	0	0	0	4	B	0
320.002	7	0	0	0	4	B	1
  329.5	6	0	0	0	2	B	0
    337	7	1	2	2	2	B	1
  358.5	6	0	0	0	2	F	0
366.002	7	0	0	0	2	F	1
  375.5	6	0	0	0	4	B	0
383.502	6	0	0	0	2	B	0
391.502	6	0	0	0	4	F	0
399.002	7	0	0	0	4	F	1
    6.5	6	0	0	0	4	F	0
 14.501	6	0	0	0	6	F	0
 22.001	7	0	0	0	6	F	1
   31.5	6	0	0	0	2	F	0
 39.002	7	1	2	2	2	F	1
 48.501	6	0	0	0	6	F	0
   56.5	6	0	0	0	4	B	0
 64.501	6	0	0	0	6	F	0
 72.002	7	1	2	2	6	F	1
   81.5	6	0	0	0	6	B	0
   89.5	6	0	0	0	2	F	0
109.502	6	0	0	0	4	F	0
    117	7	1	2	2	4	F	1
126.501	6	0	0	0	6	F	0
134.001	7	0	0	0	6	F	1
143.501	6	0	0	0	2	F	0
    151	7	1	2	2	2	F	1
160.501	6	0	0	0	6	B	0
    168	7	1	2	2	6	B	1
  177.5	6	0	0	0	6	B	0
185.001	7	0	0	0	6	B	1
206.501	6	0	0	0	2	B	0
    214	7	0	0	0	2	B	1
223.502	6	0	0	0	2	B	0
231.002	7	0	0	0	2	B	1
  240.5	6	0	0	0	2	B	0
248.501	6	0	0	0	4	F	0
    256	7	1	2	2	4	F	1
277.502	6	0	0	0	4	F	0
    285	7	0	0	0	4	F	1
  294.5	6	0	0	0	2	F	0
    302	7	0	0	0	2	F	1
311.502	6	0	0	0	4	B	0
    319	7	0	0	0	4	B	1
328.502	6	0	0	0	6	B	0
336.001	7	0	0	0	6	B	1
345.501	6	0	0	0	4	B	0
    353	7	1	4	4	4	B	1
  374.5	6	0	0	0	4	B	0
    382	7	1	2	2	4	B	1
391.502	6	0	0	0	2	B	0
399.001	7	0	0	0	2	B	1
